id,height,country,distance,dock,rank,function,usage,dose,count,max,weight,cat1,class,age,target
8837,57983.71,CO-5,33025,DO-F,RA-1,FU-B,6974,1251,30949,9820,NA,CA-1E,CL-22,11416,TA-1
8838,70013.59,CO-8,41300,DO-3,RA-1,FU-22,6502,5649,36250,10106,56271.9818,CA-1A,CL-2,13963,TA-2
8839,46100.42,CO-11,47295,DO-8,RA-7,FU-25,5026,1863,5301,5253,NA,CA-2C,CL-1B,8176,TA-2
8840,55258.63,CO-F,57873,DO-D,RA-1C,FU-19,6030,10450,23988,6313,44409.5857,CA-9,CL-16,3357,TA-3
8841,73446.88,CO-A,45395,DO-B,RA-17,FU-2A,4961,9805,10121,11090,45661.4513,CA-6,CL-20,9474,TA-4
8842,35497.82,CO-9,47145,DO-D,RA-1C,FU-16,7072,7565,20806,9730,77563.4739,CA-23,CL-12,9952,TA-4
8843,59615.87,CO-B,49024,DO-0,RA-11,FU-23,6874,5680,1023,4851,35657.4311,CA-E,CL-18,11322,TA-3
8844,50302.31,CO-2,36974,DO-7,RA-18,FU-24,6532,2985,28526,7234,12657.8448,CA-1B,CL-6,12310,TA-0
8845,44455.48,CO-6,19509,DO-D,RA-27,FU-27,5414,9361,24104,9269,26807.8355,CA-6,CL-B,8345,TA-1
8846,34499.96,CO-B,36030,DO-9,RA-12,FU-10,8192,10041,3503,6338,NA,CA-16,CL-22,14376,TA-4
8847,49297.8,CO-9,46136,DO-3,RA-18,FU-14,4154,4619,29302,7088,75317.1265,CA-2A,CL-1A,9148,TA-3
8848,52182.59,CO-12,28848,DO-2,RA-29,FU-5,6326,8822,1821,7918,33935.2481,CA-27,CL-7,2385,TA-3
8849,59009.62,CO-8,46476,DO-A,RA-B,FU-13,4078,3583,30851,13185,NA,CA-4,CL-12,13960,TA-0
8850,44382.19,CO-6,32246,DO-1,RA-15,FU-24,4849,3814,18752,8836,1311.7782,CA-16,CL-20,895,TA-2
8851,60699.55,CO-10,25134,DO-8,RA-A,FU-9,6808,7756,36146,9635,72133.1881,CA-14,CL-9,760,TA-3
8852,43718.89,CO-5,23214,DO-F,RA-6,FU-17,5160,9043,36468,9779,36159.0921,CA-E,CL-0,4663,TA-0
8853,39252.29,CO-14,47945,DO-6,RA-24,FU-D,6180,5177,3893,10688,29919.4689,CA-19,CL-7,6271,TA-3
8854,42168.13,CO-2,21974,DO-D,RA-22,FU-25,4875,3774,8427,10358,28757.9686,CA-0,CL-5,12042,TA-0
8855,49121.52,CO-9,37614,DO-0,RA-10,FU-C,4608,10341,26537,8740,55262.98,CA-29,CL-1,1623,TA-2
8856,55639.22,CO-5,48319,DO-9,RA-14,FU-18,3667,10849,14891,7985,32566.0957,CA-F,CL-1F,14102,TA-4
8857,58192.31,CO-10,45676,DO-3,RA-21,FU-9,5833,8045,32936,8840,26487.6194,CA-29,CL-11,8972,TA-3
8858,24651.9,CO-12,39155,DO-9,RA-24,FU-16,5801,8597,28112,6719,9168.2713,CA-15,CL-6,7235,TA-1
8859,53736.94,CO-13,35669,DO-5,RA-11,FU-9,5753,9344,19619,13259,63803.1373,CA-B,CL-13,2180,TA-1
8860,60613.44,CO-4,58013,DO-7,RA-25,FU-15,4819,6080,5613,7791,75580.0078,CA-16,CL-B,11791,TA-3
8861,35702.15,CO-9,32718,DO-6,RA-14,FU-15,6086,6665,21814,8400,19826.8184,CA-4,CL-0,9489,TA-0
8862,43318.66,CO-0,51159,DO-B,RA-E,FU-A,4852,2242,34627,7409,29281.9757,CA-14,CL-19,13322,TA-1
8863,50216.81,CO-D,31026,DO-1,RA-2,FU-F,3101,4548,34034,9989,44841.5278,CA-13,CL-15,6071,TA-0
8864,76034.46,CO-0,54259,DO-D,RA-5,FU-2,5307,9893,26719,7118,83051.5696,CA-24,CL-19,5622,TA-4
8865,68676.87,CO-13,36474,DO-1,RA-A,FU-0,5148,381,14384,10070,75925.4037,CA-12,CL-18,9321,TA-2
8866,64825.72,CO-10,45578,DO-A,RA-5,FU-23,5482,5186,24366,6513,3436.8125,CA-D,CL-18,7004,TA-1
8867,41846.22,CO-12,28545,DO-8,RA-26,FU-8,7553,1302,5057,8591,30174.5429,CA-1A,CL-1C,2425,TA-2
8868,46599.4,CO-3,48037,DO-2,RA-1F,FU-26,6536,347,8617,10739,64715.2353,CA-27,CL-4,7299,TA-3
8869,57648.39,CO-F,49845,DO-3,RA-B,FU-17,7147,5712,30797,5794,71068.3106,CA-2,CL-17,7625,TA-3
8870,67827.15,CO-C,48262,DO-4,RA-F,FU-17,5763,3041,14159,6517,11188.7468,CA-20,CL-1,4724,TA-1
8871,50701.56,CO-A,18065,DO-0,RA-12,FU-17,2660,8594,29263,8762,54771.6898,CA-16,CL-13,13742,TA-0
8872,56825.63,CO-2,31119,DO-5,RA-19,FU-19,5286,7851,1747,11344,3247.1344,CA-6,CL-B,6246,TA-0
8873,40398.9,CO-7,29490,DO-8,RA-1,FU-A,4540,9200,8284,8920,5313.3405,CA-19,CL-6,790,TA-0
8874,52900.28,CO-E,46370,DO-B,RA-2,FU-11,6081,9026,30429,11717,34584.2767,CA-11,CL-24,13314,TA-3
8875,59323.56,CO-14,31029,DO-5,RA-B,FU-2A,6253,6824,30870,8254,NA,CA-1E,CL-14,4020,TA-4
8876,54602.21,CO-C,29755,DO-0,RA-20,FU-E,2210,9717,28258,8799,NA,CA-B,CL-1E,6160,TA-3
8877,66335.49,CO-0,22154,DO-B,RA-E,FU-F,5358,6874,16801,6807,73372.4519,CA-25,CL-1C,6185,TA-3
8878,44268.01,CO-0,26230,DO-8,RA-24,FU-D,4141,8502,6820,6190,25742.518,CA-E,CL-22,8649,TA-0
8879,33604.27,CO-D,44264,DO-3,RA-23,FU-1B,4451,3079,14973,8333,69203.3704,CA-4,CL-23,10456,TA-2
8880,64087.76,CO-12,58361,DO-B,RA-10,FU-5,3531,6474,15314,6621,76786.7312,CA-29,CL-1B,14449,TA-4
8881,53532.37,CO-6,40915,DO-10,RA-C,FU-1A,5462,9098,18731,6154,45029.026,CA-8,CL-24,10691,TA-3
8882,37045.31,CO-2,18463,DO-2,RA-A,FU-8,7020,4138,5940,7628,26356.1802,CA-1D,CL-19,11444,TA-0
8883,59797.45,CO-0,26302,DO-C,RA-A,FU-12,5608,1377,15536,3767,21619.1844,CA-28,CL-5,14495,TA-0
8884,81244.76,CO-7,56456,DO-A,RA-21,FU-7,4666,3326,10842,7983,3108.4157,CA-14,CL-14,8357,TA-2
8885,57449.38,CO-11,45493,DO-B,RA-25,FU-6,5099,5097,4048,7620,14645.5301,CA-4,CL-4,5653,TA-1
8886,67778.37,CO-11,39009,DO-4,RA-16,FU-1E,4926,2177,34577,11365,33512.726,CA-21,CL-1C,13806,TA-4
8887,59199.21,CO-8,33181,DO-9,RA-2,FU-6,4662,9960,35674,8076,4270.2986,CA-1,CL-1A,10818,TA-0
8888,43885.33,CO-7,51334,DO-9,RA-5,FU-23,4335,8307,30007,9019,30634.3382,CA-1,CL-4,5222,TA-0
8889,57193.43,CO-11,51046,DO-6,RA-27,FU-1F,5780,4878,19183,8172,70277.2164,CA-2A,CL-1,3650,TA-4
8890,56319.59,CO-12,39071,DO-E,RA-1,FU-2,5004,8875,29289,6479,37866.3787,CA-E,CL-B,10819,TA-3
8891,39379.84,CO-10,47093,DO-D,RA-6,FU-27,6370,6898,31613,6814,54216.5684,CA-1D,CL-E,3958,TA-3
8892,47481.47,CO-F,45139,DO-8,RA-8,FU-19,5220,6966,14628,6908,26590.2631,CA-9,CL-1A,3588,TA-1
8893,57470.38,CO-6,29391,DO-B,RA-26,FU-13,2515,6799,22483,7686,39420.0835,CA-11,CL-1E,11900,TA-2
8894,62415.77,CO-9,23967,DO-C,RA-C,FU-E,6691,8853,10544,9040,68288.9971,CA-1B,CL-15,1809,TA-3
8895,73394.09,CO-11,21030,DO-5,RA-8,FU-22,4718,3344,11557,11706,22952.8897,CA-2C,CL-15,7583,TA-1
8896,46903.5,CO-3,47537,DO-C,RA-27,FU-24,6189,9524,30278,3776,17333.6306,CA-23,CL-15,9753,TA-2
8897,47050.28,CO-2,37320,DO-10,RA-2,FU-14,3707,4785,34428,9714,78635.3266,CA-20,CL-1A,12181,TA-3
8898,55788.81,CO-F,49348,DO-12,RA-22,FU-1F,5797,9215,29439,8150,52858.9909,CA-E,CL-24,12318,TA-4
8899,56908.57,CO-1,29175,DO-1,RA-1D,FU-10,5953,7830,3394,8691,33043.3726,CA-1,CL-7,4882,TA-0
8900,44892.21,CO-8,39389,DO-10,RA-2,FU-D,3662,10349,13424,8404,25148.8128,CA-18,CL-26,11680,TA-2
8901,58198.33,CO-11,24786,DO-A,RA-10,FU-16,5258,7957,28949,9682,61414.5259,CA-7,CL-1A,11128,TA-2
8902,50911.52,CO-12,34616,DO-1,RA-25,FU-F,7059,5864,31858,7970,28863.4975,CA-1E,CL-1,13454,TA-2
8903,53730.38,CO-3,19875,DO-C,RA-6,FU-14,4919,6722,1935,7513,13646.2201,CA-4,CL-4,2959,TA-0
8904,60640.97,CO-8,30277,DO-5,RA-1B,FU-1C,6166,9309,16646,7989,55650.6054,CA-2,CL-9,13869,TA-1
8905,52550.1,CO-2,35281,DO-8,RA-4,FU-4,5184,8335,31806,10586,62860.2085,CA-21,CL-6,11818,TA-2
8906,49868.26,CO-F,45469,DO-F,RA-16,FU-1A,2033,4660,34370,8393,47958.1394,CA-27,CL-23,12965,TA-4
8907,59711.89,CO-9,29960,DO-E,RA-1F,FU-28,4822,10722,24416,7917,51539.3302,CA-23,CL-1E,7741,TA-4
8908,60364.21,CO-6,36751,DO-C,RA-20,FU-B,3688,3070,17819,10192,1264.0209,CA-1,CL-0,2158,TA-0
8909,25416.94,CO-11,52941,DO-12,RA-E,FU-1C,4836,5378,7847,11101,57029.2513,CA-1E,CL-5,14476,TA-3
8910,54733.18,CO-D,39998,DO-E,RA-23,FU-13,6229,3052,12214,6437,69165.1259,CA-2A,CL-24,13493,TA-4
8911,46719.69,CO-C,20076,DO-10,RA-1,FU-0,6440,447,36365,6863,1343.8469,CA-C,CL-10,413,TA-0
8912,59020.4,CO-4,35301,DO-D,RA-E,FU-7,5797,1283,34306,6891,NA,CA-17,CL-2,6677,TA-2
8913,47359.45,CO-7,43423,DO-4,RA-1C,FU-29,2448,8568,1980,8866,74378.9834,CA-1F,CL-11,6814,TA-3
8914,58851.53,CO-3,46409,DO-6,RA-2,FU-12,5611,3684,21063,7618,20457.817,CA-23,CL-5,2848,TA-0
8915,40759.59,CO-7,34899,DO-4,RA-13,FU-4,5454,6692,5162,10921,NA,CA-0,CL-12,9161,TA-0
8916,42048.53,CO-E,37713,DO-9,RA-4,FU-12,5339,6226,6079,9590,7701.1858,CA-2,CL-3,947,TA-0
8917,51942.4,CO-A,36719,DO-10,RA-23,FU-17,7480,373,9863,5906,65565.1274,CA-18,CL-12,9843,TA-3
8918,48110.49,CO-11,42385,DO-4,RA-10,FU-E,6143,6296,5951,9853,19108.1431,CA-2A,CL-21,10041,TA-2
8919,36908.14,CO-B,50574,DO-0,RA-4,FU-2B,5181,4688,8470,12107,60345.6434,CA-26,CL-E,11104,TA-1
8920,61972.27,CO-9,33847,DO-6,RA-1E,FU-15,4038,6151,32506,6791,76982.1983,CA-1E,CL-14,3984,TA-3
8921,33476.83,CO-11,35242,DO-A,RA-10,FU-1E,6677,3598,6799,6742,NA,CA-4,CL-19,5259,TA-1
8922,40831.42,CO-F,54377,DO-4,RA-16,FU-A,5732,7448,6671,9679,76328.0027,CA-6,CL-E,4424,TA-4
8923,50650.97,CO-3,20367,DO-5,RA-2,FU-27,5884,1208,34748,6103,72363.9529,CA-25,CL-22,12819,TA-2
8924,47299.02,CO-4,26153,DO-7,RA-18,FU-4,6686,4302,20267,9462,34760.8061,CA-25,CL-1,5144,TA-1
8925,60271.47,CO-8,36423,DO-6,RA-1A,FU-26,5324,4372,16052,8000,3484.577,CA-1C,CL-22,8645,TA-1
8926,56184.57,CO-9,43474,DO-11,RA-25,FU-19,4212,9743,8483,6221,NA,CA-E,CL-F,11916,TA-3
8927,34622.66,CO-8,46164,DO-2,RA-24,FU-6,6058,9147,35240,5829,38294.5637,CA-25,CL-10,641,TA-2
8928,64606.21,CO-4,38945,DO-1,RA-F,FU-6,3690,6563,36403,11377,13666.0941,CA-8,CL-9,1137,TA-0
8929,51655.15,CO-B,23932,DO-11,RA-6,FU-17,5527,1388,35621,3289,NA,CA-1A,CL-0,5344,TA-2
8930,69567.38,CO-8,33187,DO-11,RA-11,FU-1B,4149,1125,29644,10568,1459.2137,CA-11,CL-17,9194,TA-0
8931,41451.13,CO-7,29444,DO-D,RA-8,FU-29,6957,4917,12884,7672,18540.8734,CA-D,CL-2,4277,TA-0
8932,53821.7,CO-E,44151,DO-11,RA-A,FU-1E,6100,8456,9104,7680,16064.8283,CA-13,CL-20,2848,TA-3
8933,68246.28,CO-0,33868,DO-8,RA-19,FU-24,3977,8404,6410,10825,74659.3058,CA-26,CL-15,5988,TA-4
8934,73933.56,CO-7,27786,DO-1,RA-7,FU-1,3241,5432,7513,9729,37254.0738,CA-5,CL-25,1484,TA-0
8935,54002.53,CO-A,40944,DO-2,RA-25,FU-14,3211,10661,30573,11232,14744.0781,CA-2A,CL-0,1377,TA-2
8936,44154.81,CO-12,42661,DO-0,RA-0,FU-7,7007,4529,19318,6982,39003.9263,CA-2D,CL-6,1667,TA-2
8937,59639.08,CO-F,21740,DO-E,RA-28,FU-2B,4520,2112,3108,5822,38676.6436,CA-13,CL-14,3410,TA-1
8938,50947.2,CO-8,38413,DO-A,RA-E,FU-2A,2926,746,8731,11098,77855.0655,CA-27,CL-10,12519,TA-2
8939,50728.95,CO-2,42768,DO-11,RA-28,FU-21,3653,6459,25719,8336,63097.1436,CA-15,CL-C,13354,TA-3
8940,39360.77,CO-4,43531,DO-9,RA-21,FU-1F,5603,3275,23960,9555,7784.9046,CA-2D,CL-D,5770,TA-1
8941,47698.04,CO-11,25888,DO-8,RA-D,FU-B,6170,2138,22977,11135,82773.3803,CA-D,CL-3,6748,TA-1
8942,47341.79,CO-9,38845,DO-C,RA-24,FU-12,4646,2323,18431,9066,NA,CA-E,CL-9,4473,TA-1
8943,45683.25,CO-14,30373,DO-E,RA-3,FU-23,3757,956,28830,7187,48041.6795,CA-22,CL-1A,10096,TA-3
8944,59150.0,CO-6,50816,DO-A,RA-11,FU-9,4818,4415,30001,8598,23240.2224,CA-2C,CL-E,7325,TA-2
8945,65593.28,CO-D,25275,DO-0,RA-1B,FU-27,7068,9533,19433,8674,40928.8526,CA-2,CL-5,4242,TA-1
8946,57003.29,CO-E,36994,DO-7,RA-D,FU-3,2569,5370,13175,9765,64378.3199,CA-1F,CL-6,12048,TA-2
8947,68568.37,CO-12,52990,DO-7,RA-0,FU-12,4783,6791,2054,9619,78139.2768,CA-1,CL-18,12221,TA-3
8948,35610.37,CO-F,44376,DO-4,RA-26,FU-1B,5305,10012,34619,6908,42102.0263,CA-23,CL-24,1376,TA-4
8949,56178.55,CO-8,40570,DO-6,RA-4,FU-11,7973,8668,34404,6951,27662.1418,CA-5,CL-16,10694,TA-1
8950,48236.76,CO-5,65450,DO-E,RA-0,FU-8,4949,5963,29418,7354,23352.3672,CA-E,CL-17,9533,TA-2
8951,46582.12,CO-F,47473,DO-9,RA-1,FU-2B,5546,1075,10934,11119,13087.9595,CA-2B,CL-F,9967,TA-1
8952,49325.9,CO-13,47068,DO-9,RA-F,FU-7,6260,3146,18087,10746,48762.3716,CA-13,CL-1,3604,TA-1
8953,64996.66,CO-A,42090,DO-4,RA-7,FU-C,5776,1579,16401,10966,18974.4219,CA-1E,CL-25,13143,TA-1
8954,41623.75,CO-11,42961,DO-8,RA-3,FU-1A,3971,1301,28187,9242,40739.7622,CA-2A,CL-2,12011,TA-1
8955,59300.48,CO-12,31826,DO-1,RA-7,FU-3,5651,1501,13316,5374,42385.3902,CA-1D,CL-14,4560,TA-1
8956,56642.89,CO-13,39645,DO-F,RA-29,FU-1A,4902,7567,13529,4694,12314.9795,CA-2A,CL-13,9580,TA-3
8957,69784.82,CO-E,65312,DO-8,RA-20,FU-13,3770,10454,31589,10510,53105.433,CA-9,CL-B,9159,TA-4
8958,70063.14,CO-3,24229,DO-2,RA-7,FU-2,6422,10408,32314,10725,29070.9126,CA-2D,CL-15,7231,TA-1
8959,53073.4,CO-13,60515,DO-7,RA-8,FU-2A,7595,1438,10794,15029,NA,CA-2D,CL-22,8029,TA-2
8960,55684.12,CO-10,28914,DO-5,RA-25,FU-1A,4780,8215,32251,9530,NA,CA-B,CL-7,9483,TA-2
8961,67150.38,CO-4,25354,DO-C,RA-5,FU-11,6293,752,27021,9534,74107.8711,CA-E,CL-1,11506,TA-1
8962,55754.23,CO-C,31797,DO-7,RA-1F,FU-1F,4580,3952,23028,10901,NA,CA-25,CL-5,14169,TA-1
8963,45109.24,CO-F,52207,DO-5,RA-24,FU-29,5517,1917,9581,10465,37839.0593,CA-6,CL-4,2919,TA-1
8964,58952.17,CO-C,43875,DO-7,RA-D,FU-29,5685,9248,7481,6522,12190.2541,CA-F,CL-10,8326,TA-1
8965,46663.46,CO-8,43709,DO-4,RA-29,FU-15,5249,10483,29914,8968,42243.7988,CA-B,CL-16,4347,TA-2
8966,55167.57,CO-E,29122,DO-E,RA-18,FU-16,5683,10166,4227,7627,NA,CA-F,CL-15,6639,TA-2
8967,66965.05,CO-2,39398,DO-4,RA-C,FU-23,6879,7389,24231,10442,81724.9401,CA-29,CL-1F,8323,TA-4
8968,55954.81,CO-F,40812,DO-4,RA-26,FU-6,7126,4456,10113,8076,75001.958,CA-23,CL-E,9236,TA-4
8969,59254.24,CO-E,31699,DO-10,RA-1,FU-1D,4996,2301,33025,8285,65548.9112,CA-2,CL-12,3372,TA-2
8970,63094.53,CO-3,35331,DO-11,RA-23,FU-26,6000,10509,20839,7789,NA,CA-2A,CL-D,6313,TA-4
8971,63086.69,CO-A,28434,DO-6,RA-22,FU-F,5563,7196,22355,6306,NA,CA-2C,CL-F,3150,TA-3
8972,51928.08,CO-14,44093,DO-5,RA-15,FU-1D,6251,3453,19561,11379,66058.391,CA-21,CL-E,7627,TA-4
8973,46640.97,CO-12,33013,DO-10,RA-13,FU-23,5568,3397,11762,10978,NA,CA-B,CL-20,1946,TA-0
8974,33794.15,CO-3,49172,DO-7,RA-27,FU-22,6615,4533,22289,9319,24447.9908,CA-25,CL-22,9769,TA-3
8975,56854.86,CO-10,49740,DO-3,RA-28,FU-E,7256,10765,28190,7550,20540.0032,CA-C,CL-23,5240,TA-3
8976,57628.58,CO-1,47426,DO-A,RA-26,FU-15,3030,2545,20105,8931,4610.1452,CA-24,CL-1D,7210,TA-1
8977,39042.68,CO-13,42474,DO-9,RA-A,FU-23,4361,710,32296,8030,48499.4795,CA-12,CL-1F,9196,TA-2
8978,51684.31,CO-6,29828,DO-12,RA-E,FU-22,6805,5738,10216,8855,4293.0427,CA-8,CL-10,7783,TA-0
8979,50657.68,CO-8,32282,DO-10,RA-26,FU-C,4695,4408,23940,12496,79371.5812,CA-F,CL-22,4495,TA-4
8980,41989.34,CO-6,34160,DO-D,RA-15,FU-1F,3976,4438,16392,8489,NA,CA-0,CL-25,4853,TA-2
8981,36704.29,CO-5,46341,DO-8,RA-20,FU-24,5913,477,5050,11832,NA,CA-27,CL-2,6887,TA-1
8982,54795.72,CO-12,28545,DO-4,RA-0,FU-A,5675,2259,32601,7749,6006.8951,CA-5,CL-1,6705,TA-0
8983,54178.43,CO-8,46027,DO-D,RA-21,FU-A,4661,4628,25026,10876,6968.1853,CA-18,CL-10,6523,TA-2
8984,60791.75,CO-9,36200,DO-12,RA-19,FU-23,5986,8535,9605,8128,50810.0858,CA-6,CL-1,2272,TA-2
8985,57126.13,CO-D,36769,DO-E,RA-5,FU-22,6432,3474,9972,7578,18480.2377,CA-11,CL-7,5499,TA-1
8986,61590.89,CO-B,44981,DO-12,RA-27,FU-25,4658,2305,27628,7101,51783.4267,CA-28,CL-D,3474,TA-4
8987,56451.53,CO-8,48459,DO-2,RA-4,FU-17,4571,4968,22963,7477,NA,CA-2,CL-11,10567,TA-0
8988,68266.59,CO-3,49832,DO-11,RA-18,FU-16,4145,10855,5253,11910,51641.9535,CA-5,CL-7,11607,TA-4
8989,49729.7,CO-D,58144,DO-9,RA-1C,FU-13,3712,4213,18493,9475,6641.3888,CA-20,CL-10,6875,TA-2
8990,53487.92,CO-2,57223,DO-A,RA-28,FU-1E,6278,3343,12027,8325,56021.6647,CA-10,CL-21,5387,TA-3
8991,44820.34,CO-D,40109,DO-4,RA-1E,FU-A,4194,9394,16288,7850,38712.5717,CA-2C,CL-9,5989,TA-3
8992,59706.81,CO-8,40277,DO-E,RA-A,FU-4,3943,7157,19759,10228,51581.3589,CA-21,CL-23,11160,TA-3
8993,45092.4,CO-2,45762,DO-1,RA-19,FU-15,4583,3898,11529,10370,NA,CA-A,CL-26,5999,TA-1
8994,40568.85,CO-2,43277,DO-1,RA-29,FU-8,3410,4243,16157,12326,NA,CA-1D,CL-4,5444,TA-1
8995,45015.77,CO-3,43949,DO-10,RA-1A,FU-7,6998,10001,30306,6335,73220.7786,CA-13,CL-B,10051,TA-3
8996,37618.28,CO-D,52819,DO-5,RA-16,FU-29,4933,9675,21622,6450,38144.9438,CA-2B,CL-20,1100,TA-1
8997,53811.06,CO-13,25371,DO-2,RA-20,FU-29,3124,9460,25817,7787,60151.6562,CA-2,CL-9,1892,TA-1
8998,38890.97,CO-6,40434,DO-9,RA-1B,FU-B,5028,10138,23079,8053,76209.9902,CA-22,CL-14,10355,TA-4
8999,61341.2,CO-7,10974,DO-10,RA-15,FU-1C,4474,4634,26867,12373,78250.6376,CA-5,CL-10,13953,TA-4
9000,61722.27,CO-9,34389,DO-11,RA-14,FU-28,4948,6126,15442,6706,7767.7218,CA-1A,CL-3,11404,TA-4
9001,62587.63,CO-9,40815,DO-B,RA-5,FU-E,6058,3662,20904,2494,30413.5924,CA-1,CL-2,8174,TA-1
9002,52025.12,CO-9,27810,DO-E,RA-F,FU-1A,5943,6538,27615,10500,45199.0484,CA-1A,CL-A,2701,TA-1
9003,65110.27,CO-F,41345,DO-8,RA-25,FU-10,5385,8165,30241,8729,78696.5771,CA-23,CL-1A,7953,TA-4
9004,72244.21,CO-C,38498,DO-7,RA-19,FU-1F,3319,9145,33965,5117,60639.1841,CA-25,CL-15,8853,TA-2
9005,70359.17,CO-3,42576,DO-10,RA-25,FU-B,7966,5640,1328,9458,77493.3758,CA-2A,CL-24,12134,TA-4
9006,66441.93,CO-6,34415,DO-3,RA-24,FU-16,3997,10029,7316,11473,11939.5312,CA-22,CL-24,1674,TA-2
9007,52789.37,CO-11,37785,DO-E,RA-1B,FU-1,5888,7267,7927,7097,39943.0977,CA-1A,CL-26,4674,TA-4
9008,40887.98,CO-5,31026,DO-D,RA-19,FU-7,5242,787,5427,5955,57667.1499,CA-B,CL-11,14369,TA-0
9009,75583.69,CO-8,33494,DO-3,RA-28,FU-7,5840,10235,29269,9886,67308.7499,CA-F,CL-1B,12066,TA-4
9010,40607.0,CO-3,49103,DO-11,RA-7,FU-0,7286,4601,4134,10489,19560.9348,CA-9,CL-20,4699,TA-1
9011,58463.5,CO-7,46052,DO-8,RA-1,FU-0,7306,5762,4644,9437,10209.4575,CA-2C,CL-25,6454,TA-2
9012,57634.9,CO-11,35114,DO-0,RA-27,FU-B,3730,2819,7908,7052,NA,CA-8,CL-B,7270,TA-2
9013,50856.25,CO-E,29508,DO-B,RA-13,FU-26,5271,2625,9778,6468,57311.2,CA-21,CL-1B,14281,TA-4
9014,47633.02,CO-1,45317,DO-10,RA-2,FU-8,3457,1860,13583,9130,53691.5301,CA-A,CL-3,2566,TA-0
9015,54593.3,CO-13,52900,DO-12,RA-1,FU-22,5835,2651,10059,5834,47504.4045,CA-12,CL-1C,2948,TA-4
9016,56959.27,CO-5,28470,DO-9,RA-6,FU-8,6130,2395,6351,9674,9153.3189,CA-1A,CL-B,13763,TA-0
9017,54753.86,CO-1,48095,DO-4,RA-22,FU-A,2665,6301,13646,6737,NA,CA-8,CL-9,8912,TA-0
9018,43018.55,CO-6,27961,DO-4,RA-14,FU-15,6512,327,32727,10536,72408.7904,CA-19,CL-F,5242,TA-0
9019,28383.27,CO-6,25462,DO-6,RA-1A,FU-11,5110,3600,16634,9292,64647.6641,CA-A,CL-13,10374,TA-1
9020,55212.36,CO-9,21720,DO-10,RA-20,FU-1C,5016,1009,13641,6921,49412.0415,CA-C,CL-26,708,TA-2
9021,57390.91,CO-A,58173,DO-9,RA-27,FU-C,7925,8332,35573,7982,43012.5518,CA-7,CL-11,1975,TA-4
9022,71874.17,CO-D,42990,DO-12,RA-15,FU-1D,6959,6549,17727,8342,NA,CA-2A,CL-16,10928,TA-4
9023,64380.73,CO-D,31286,DO-E,RA-23,FU-20,4801,4464,18999,11031,48479.4791,CA-9,CL-7,5015,TA-3
9024,45329.59,CO-1,49749,DO-0,RA-B,FU-18,3882,1091,32206,8809,58776.5474,CA-25,CL-1B,10225,TA-1
9025,68902.61,CO-12,29621,DO-E,RA-15,FU-1,6495,8084,10209,7214,62033.5137,CA-5,CL-1B,7707,TA-4
9026,70545.12,CO-2,45210,DO-A,RA-11,FU-2B,6351,5537,8785,7460,69335.9195,CA-16,CL-23,2015,TA-4
9027,47420.75,CO-11,52355,DO-4,RA-1A,FU-18,4169,3213,29473,8744,38317.3572,CA-12,CL-B,8698,TA-2
9028,41552.74,CO-8,32757,DO-10,RA-7,FU-1D,5654,4340,35938,9208,55174.9196,CA-8,CL-16,3792,TA-1
9029,56214.66,CO-E,44946,DO-4,RA-1,FU-1E,5733,4492,28791,9108,21375.0971,CA-9,CL-11,7936,TA-0
9030,42789.37,CO-10,43380,DO-A,RA-8,FU-7,3976,8716,2068,10429,NA,CA-B,CL-1,5487,TA-2
9031,55481.23,CO-3,27919,DO-B,RA-10,FU-F,5485,1953,19319,10503,58529.6311,CA-20,CL-14,8589,TA-1
9032,38371.17,CO-4,50928,DO-5,RA-1F,FU-3,4230,4872,7179,8561,32155.3839,CA-5,CL-25,13741,TA-1
9033,60562.87,CO-14,51422,DO-1,RA-23,FU-1F,6339,5977,5079,9245,9074.9728,CA-1E,CL-4,11885,TA-2
9034,43410.14,CO-13,39548,DO-C,RA-8,FU-18,4625,3951,34360,12183,79014.4649,CA-1F,CL-7,12017,TA-3
9035,36102.86,CO-9,29704,DO-C,RA-F,FU-17,6673,7287,13846,10762,22247.839,CA-D,CL-1E,10052,TA-0
9036,66510.88,CO-3,38924,DO-E,RA-5,FU-B,6274,9644,35248,2657,53302.5726,CA-1D,CL-15,10608,TA-4
9037,45386.69,CO-12,47112,DO-7,RA-1E,FU-17,5147,4879,3403,6009,33398.4753,CA-2B,CL-26,6553,TA-3
9038,33282.43,CO-12,36565,DO-7,RA-16,FU-E,6975,835,15721,7832,79418.8123,CA-26,CL-10,7485,TA-3
9039,49935.1,CO-C,33472,DO-E,RA-17,FU-2A,4989,9706,9267,11090,4785.3252,CA-2C,CL-8,12631,TA-4
9040,59590.14,CO-0,25295,DO-2,RA-29,FU-5,7485,4818,18322,7108,7016.2985,CA-3,CL-3,12998,TA-0
9041,55565.41,CO-E,37545,DO-C,RA-C,FU-10,6380,3392,13349,8104,83033.6445,CA-28,CL-1B,10204,TA-4
9042,42019.71,CO-F,39610,DO-5,RA-7,FU-B,4401,1254,2658,9751,17052.6295,CA-17,CL-24,13989,TA-0
9043,66956.78,CO-B,47401,DO-B,RA-14,FU-3,4795,3483,18066,6548,8202.8203,CA-C,CL-8,12140,TA-4
9044,57327.96,CO-8,38621,DO-4,RA-13,FU-10,4787,4065,14501,8512,32937.7298,CA-3,CL-26,1272,TA-1
