metal,shape,height,length,width,weight
tin,sphere,10,10,10,3827.51
platinum,cylinder,5,6,6,2981.53
tin,cylinder,1,8,8,367.44
platinum,sphere,4,4,4,706.73
gold,cylinder,5,10,10,7586.95
silver,cylinder,6,5,5,1235.82
bronze,cylinder,7,4,4,817.19
bronze,cylinder,7,2,2,204.3
bronze,box,3,6,3,501.66
silver,sphere,4,4,4,351.52
tin,cylinder,4,7,7,1125.29
silver,cylinder,3,5,5,617.91
bronze,cylinder,7,4,4,817.19
bronze,box,9,5,6,2508.3
platinum,sphere,6,6,6,2385.22
gold,cylinder,4,7,7,2974.08
platinum,box,4,6,9,4555.44
tin,box,8,7,6,2456.16
silver,sphere,6,6,6,1186.39
tin,box,7,5,6,1535.1
gold,cylinder,2,5,5,758.69
silver,cylinder,2,5,5,411.94
tin,cylinder,4,9,9,1860.17
platinum,cylinder,7,7,7,5681.47
platinum,sphere,2,2,2,88.34
platinum,cylinder,7,10,10,11594.83
tin,sphere,8,8,8,1959.68
silver,cylinder,4,2,2,131.82
gold,box,10,1,5,966.0
tin,box,4,1,4,116.96
platinum,box,1,4,3,253.08
silver,cylinder,6,10,10,4943.3
bronze,cylinder,10,4,4,1167.42
tin,box,2,8,8,935.68
bronze,box,6,6,10,3344.4
gold,cylinder,6,8,8,5826.77
bronze,cylinder,7,3,3,459.67
silver,sphere,7,7,7,1883.95
platinum,sphere,5,5,5,1380.34
silver,sphere,5,5,5,686.57
silver,cylinder,4,7,7,1614.81
tin,box,5,6,8,1754.4
silver,sphere,2,2,2,43.94
tin,box,1,3,8,175.44
platinum,box,3,9,2,1138.86
gold,cylinder,10,5,5,3793.47
tin,sphere,1,1,1,3.83
bronze,box,2,4,9,668.88
tin,cylinder,2,2,2,45.93
silver,sphere,7,7,7,1883.95
tin,box,6,6,3,789.48
silver,box,7,4,7,2056.04
tin,sphere,4,4,4,244.96
silver,cylinder,3,6,6,889.79
tin,sphere,9,9,9,2790.25
bronze,box,10,4,8,2972.8
tin,cylinder,2,7,7,562.64
gold,sphere,5,5,5,1264.49
silver,cylinder,4,5,5,823.88
tin,box,3,3,2,131.58
gold,box,7,7,2,1893.36
platinum,cylinder,3,1,1,49.69
tin,sphere,7,7,7,1312.83
silver,box,9,10,5,4720.5
silver,sphere,9,9,9,4004.07
silver,cylinder,8,4,4,1054.57
platinum,box,4,3,6,1518.48
gold,sphere,4,4,4,647.42
tin,box,4,1,10,292.4
bronze,cylinder,1,9,9,591.0
silver,sphere,1,1,1,5.49
bronze,box,8,9,7,4682.16
bronze,sphere,7,7,7,1668.43
tin,sphere,9,9,9,2790.25
tin,sphere,5,5,5,478.44
tin,box,6,7,4,1228.08
silver,box,4,10,3,1258.8
silver,cylinder,2,5,5,411.94
silver,sphere,6,6,6,1186.39
gold,cylinder,7,7,7,5204.65
bronze,sphere,8,8,8,2490.49
platinum,box,4,5,10,4218.0
silver,cylinder,1,5,5,205.97
tin,sphere,8,8,8,1959.68
platinum,cylinder,4,2,2,265.02
platinum,sphere,4,4,4,706.73
gold,box,7,6,6,4868.64
tin,cylinder,9,6,6,1860.17
platinum,box,9,7,6,7972.02
silver,cylinder,6,6,6,1779.59
platinum,box,8,3,7,3543.12
tin,box,8,7,9,3684.24
platinum,cylinder,9,3,3,1341.69
platinum,box,3,6,2,759.24
gold,cylinder,4,1,1,60.7
tin,box,5,4,1,146.2
tin,sphere,3,3,3,103.34
bronze,sphere,3,3,3,131.33
tin,box,4,10,6,1754.4
tin,box,3,10,1,219.3
platinum,cylinder,2,10,10,3312.81
silver,sphere,4,4,4,351.52
silver,cylinder,4,5,5,823.88
silver,sphere,1,1,1,5.49
silver,cylinder,8,5,5,1647.77
silver,sphere,10,10,10,5492.55
gold,box,4,8,8,4945.92
silver,cylinder,7,6,6,2076.18
silver,cylinder,7,5,5,1441.79
gold,sphere,1,1,1,10.12
bronze,cylinder,9,3,3,591.0
silver,cylinder,2,5,5,411.94
gold,cylinder,2,6,6,1092.52
bronze,cylinder,8,7,7,2860.17
bronze,sphere,8,8,8,2490.49
silver,sphere,10,10,10,5492.55
bronze,box,5,6,4,1114.8
bronze,sphere,3,3,3,131.33
gold,box,5,5,2,966.0
bronze,sphere,4,4,4,311.31
silver,box,1,9,2,188.82
silver,box,7,8,5,2937.2
gold,box,1,6,4,463.68
tin,box,1,3,8,175.44
silver,box,1,4,6,251.76
platinum,sphere,4,4,4,706.73
bronze,box,1,8,10,743.2
tin,box,5,4,10,1462.0
bronze,box,5,4,10,1858.0
tin,sphere,5,5,5,478.44
platinum,cylinder,2,3,3,298.15
tin,cylinder,6,4,4,551.16
platinum,cylinder,2,4,4,530.05
platinum,cylinder,7,5,5,2898.71
bronze,cylinder,6,5,5,1094.45
platinum,sphere,2,2,2,88.34
platinum,box,3,6,10,3796.2
silver,cylinder,1,3,3,74.15
silver,box,4,2,4,335.68
platinum,box,3,1,6,379.62
silver,cylinder,3,1,1,24.72
platinum,sphere,6,6,6,2385.22
silver,cylinder,8,3,3,593.2
platinum,cylinder,4,7,7,3246.55
tin,sphere,2,2,2,30.62
platinum,box,2,3,9,1138.86
bronze,cylinder,10,5,5,1824.09
bronze,box,4,3,4,445.92
gold,cylinder,6,10,10,9104.34
tin,cylinder,9,9,9,4185.38
gold,cylinder,7,8,8,6797.9
platinum,cylinder,3,8,8,3180.3
bronze,box,4,1,9,334.44
bronze,box,6,9,10,5016.6
silver,box,3,8,5,1258.8
platinum,cylinder,3,7,7,2434.91
silver,cylinder,3,7,7,1211.11
bronze,cylinder,10,9,9,5910.04
platinum,sphere,8,8,8,5653.86
platinum,box,7,2,5,1476.3
gold,box,3,7,3,1217.16
bronze,sphere,1,1,1,4.86
platinum,sphere,6,6,6,2385.22
tin,cylinder,10,8,8,3674.41
gold,sphere,10,10,10,10115.93
silver,cylinder,7,2,2,230.69
platinum,sphere,9,9,9,8050.13
gold,sphere,2,2,2,80.93
platinum,cylinder,8,2,2,530.05
platinum,box,3,7,2,885.78
bronze,box,8,7,8,4161.92
bronze,cylinder,7,5,5,1276.86
bronze,box,7,4,9,2341.08
silver,box,5,1,10,524.5
gold,box,3,2,2,231.84
tin,box,9,1,8,526.32
silver,cylinder,9,6,6,2669.38
silver,sphere,6,6,6,1186.39
tin,box,1,3,2,43.86
bronze,cylinder,5,10,10,3648.17
platinum,cylinder,10,4,4,2650.25
platinum,cylinder,2,6,6,1192.61
tin,cylinder,2,6,6,413.37
tin,box,3,5,7,767.55
tin,box,2,6,10,877.2
silver,box,1,1,7,73.43
silver,cylinder,9,8,8,4745.56
bronze,cylinder,9,6,6,2364.02
gold,cylinder,5,5,5,1896.74
platinum,cylinder,9,2,2,596.31
silver,cylinder,1,7,7,403.7
platinum,cylinder,9,1,1,149.08
bronze,cylinder,4,5,5,729.63
tin,cylinder,6,6,6,1240.11
gold,cylinder,1,4,4,242.78
tin,box,8,6,10,3508.8
bronze,sphere,1,1,1,4.86
platinum,box,10,9,7,13286.7
platinum,cylinder,4,8,8,4240.4
platinum,sphere,9,9,9,8050.13
silver,cylinder,7,7,7,2825.92
tin,box,8,10,6,3508.8
gold,box,4,5,6,2318.4
platinum,sphere,1,1,1,11.04
platinum,box,5,5,1,527.25
tin,box,10,1,2,146.2
silver,sphere,7,7,7,1883.95
silver,box,8,7,3,1762.32
tin,sphere,2,2,2,30.62
bronze,box,5,3,8,1114.8
silver,sphere,6,6,6,1186.39
bronze,box,6,9,8,4013.28
gold,sphere,7,7,7,3469.76
bronze,sphere,5,5,5,608.03
silver,cylinder,3,8,8,1581.85
tin,sphere,7,7,7,1312.83
gold,cylinder,5,3,3,682.83
silver,sphere,4,4,4,351.52
bronze,sphere,2,2,2,38.91
gold,sphere,6,6,6,2185.04
platinum,sphere,8,8,8,5653.86
bronze,box,7,1,8,520.24
tin,cylinder,2,8,8,734.88
silver,sphere,8,8,8,2812.19
gold,box,7,5,6,4057.2
tin,box,10,2,10,1462.0
silver,box,6,6,9,3398.76
silver,sphere,7,7,7,1883.95
tin,sphere,5,5,5,478.44
platinum,box,9,3,8,4555.44
bronze,sphere,7,7,7,1668.43
silver,sphere,4,4,4,351.52
silver,box,1,10,8,839.2
platinum,sphere,5,5,5,1380.34
gold,cylinder,5,10,10,7586.95
gold,box,8,8,5,6182.4
platinum,cylinder,9,9,9,12075.19
bronze,sphere,10,10,10,4864.23
bronze,box,8,5,7,2601.2
bronze,cylinder,1,5,5,182.41
bronze,sphere,7,7,7,1668.43
gold,sphere,9,9,9,7374.51
silver,box,2,9,2,377.64
bronze,cylinder,6,10,10,4377.81
tin,box,6,10,7,3070.2
platinum,sphere,1,1,1,11.04
silver,sphere,10,10,10,5492.55
platinum,sphere,9,9,9,8050.13
gold,sphere,2,2,2,80.93
gold,sphere,3,3,3,273.13
bronze,cylinder,10,1,1,72.96
bronze,cylinder,1,1,1,7.3
silver,cylinder,8,1,1,65.91
silver,box,2,1,3,62.94
gold,cylinder,9,4,4,2185.04
gold,box,2,3,2,231.84
silver,box,9,9,6,5098.14
platinum,box,3,5,9,2847.15
gold,box,9,2,1,347.76
bronze,sphere,8,8,8,2490.49
gold,sphere,6,6,6,2185.04
platinum,sphere,7,7,7,3787.65
gold,sphere,7,7,7,3469.76
silver,box,9,7,9,5947.83
tin,box,6,7,2,614.04
platinum,sphere,9,9,9,8050.13
platinum,sphere,1,1,1,11.04
gold,box,4,6,6,2782.08
silver,cylinder,8,10,10,6591.06
gold,box,3,5,7,2028.6
bronze,box,9,2,10,1672.2
gold,cylinder,10,3,3,1365.65
bronze,sphere,3,3,3,131.33
tin,box,1,6,2,87.72
tin,box,6,8,9,3157.92
silver,cylinder,4,8,8,2109.14
silver,sphere,4,4,4,351.52
bronze,sphere,9,9,9,3546.03
tin,box,1,10,4,292.4
silver,box,6,4,2,503.52
platinum,box,4,2,7,1181.04
gold,box,8,9,5,6955.2
bronze,sphere,3,3,3,131.33
tin,sphere,9,9,9,2790.25
bronze,box,5,8,9,3344.4
tin,sphere,4,4,4,244.96
tin,box,9,5,4,1315.8
bronze,sphere,8,8,8,2490.49
platinum,sphere,9,9,9,8050.13
platinum,cylinder,10,3,3,1490.76
platinum,box,8,4,4,2699.52
tin,cylinder,5,7,7,1406.61
gold,cylinder,7,3,3,955.96
bronze,sphere,3,3,3,131.33
tin,box,1,10,7,511.7
tin,sphere,3,3,3,103.34
bronze,cylinder,8,9,9,4728.03
bronze,sphere,2,2,2,38.91
gold,box,10,10,6,11592.0
silver,cylinder,10,6,6,2965.98
tin,sphere,1,1,1,3.83
tin,sphere,2,2,2,30.62
platinum,cylinder,3,6,6,1788.92
platinum,sphere,6,6,6,2385.22
tin,sphere,5,5,5,478.44
gold,sphere,3,3,3,273.13
gold,box,10,6,3,3477.6
tin,sphere,1,1,1,3.83
platinum,sphere,9,9,9,8050.13
platinum,box,7,6,9,7972.02
tin,cylinder,4,5,5,574.13
platinum,box,10,10,5,10545.0
bronze,box,4,1,7,260.12
platinum,cylinder,1,3,3,149.08
gold,cylinder,7,6,6,3823.82
platinum,cylinder,5,4,4,1325.12
bronze,cylinder,6,2,2,175.11
platinum,cylinder,3,1,1,49.69
tin,box,3,7,1,153.51
silver,cylinder,2,2,2,65.91
tin,sphere,4,4,4,244.96
bronze,sphere,7,7,7,1668.43
silver,cylinder,1,9,9,667.34
bronze,sphere,7,7,7,1668.43
tin,box,9,6,6,2368.44
gold,sphere,1,1,1,10.12
silver,cylinder,8,10,10,6591.06
gold,box,3,8,9,4173.12
bronze,box,6,3,7,1170.54
tin,box,5,10,6,2193.0
gold,sphere,8,8,8,5179.36
bronze,cylinder,9,3,3,591.0
platinum,cylinder,8,7,7,6493.11
bronze,box,6,10,9,5016.6
gold,box,7,3,2,811.44
tin,sphere,4,4,4,244.96
gold,cylinder,10,9,9,12290.85
gold,sphere,8,8,8,5179.36
silver,sphere,6,6,6,1186.39
gold,cylinder,2,1,1,30.35
tin,box,6,9,8,3157.92
silver,box,3,5,7,1101.45
gold,sphere,7,7,7,3469.76
gold,cylinder,2,5,5,758.69
silver,cylinder,8,3,3,593.2
gold,box,8,2,5,1545.6
platinum,sphere,9,9,9,8050.13
platinum,cylinder,2,9,9,2683.38
bronze,sphere,6,6,6,1050.67
platinum,cylinder,8,7,7,6493.11
platinum,sphere,8,8,8,5653.86
tin,cylinder,10,2,2,229.65
platinum,cylinder,4,10,10,6625.62
silver,sphere,7,7,7,1883.95
silver,cylinder,3,6,6,889.79
tin,box,10,5,2,731.0
silver,box,1,1,1,10.49
gold,cylinder,9,10,10,13656.5
bronze,box,4,9,5,1672.2
silver,cylinder,4,3,3,296.6
platinum,cylinder,7,4,4,1855.17
gold,cylinder,7,5,5,2655.43
gold,box,5,1,5,483.0
silver,box,3,1,9,283.23
tin,cylinder,4,6,6,826.74
tin,cylinder,9,2,2,206.69
silver,box,10,7,3,2202.9
silver,sphere,9,9,9,4004.07
platinum,box,3,6,4,1518.48
platinum,sphere,4,4,4,706.73
gold,box,6,10,8,9273.6
tin,cylinder,5,9,9,2325.21
platinum,cylinder,9,8,8,9540.89
bronze,cylinder,10,5,5,1824.09
gold,sphere,9,9,9,7374.51
silver,cylinder,1,10,10,823.88
bronze,cylinder,3,7,7,1072.56
gold,box,1,6,3,347.76
tin,cylinder,8,2,2,183.72
tin,cylinder,5,5,5,717.66
silver,cylinder,3,6,6,889.79
platinum,box,2,7,5,1476.3
silver,box,6,4,5,1258.8
bronze,box,10,7,1,650.3
silver,sphere,6,6,6,1186.39
silver,cylinder,9,2,2,296.6
silver,sphere,9,9,9,4004.07
tin,sphere,2,2,2,30.62
silver,box,1,2,5,104.9
gold,box,8,7,1,1081.92
bronze,sphere,1,1,1,4.86
bronze,box,6,10,6,3344.4
tin,cylinder,10,8,8,3674.41
bronze,cylinder,7,4,4,817.19
tin,cylinder,4,8,8,1469.76
gold,cylinder,7,4,4,1699.48
gold,sphere,1,1,1,10.12
tin,cylinder,1,2,2,22.97
bronze,box,6,10,10,5574.0
platinum,cylinder,3,6,6,1788.92
gold,cylinder,3,3,3,409.7
bronze,sphere,10,10,10,4864.23
platinum,box,9,4,3,2277.72
bronze,cylinder,1,3,3,65.67
platinum,sphere,5,5,5,1380.34
gold,cylinder,6,2,2,364.17
platinum,sphere,7,7,7,3787.65
silver,sphere,7,7,7,1883.95
platinum,cylinder,7,1,1,115.95
bronze,cylinder,5,5,5,912.04
platinum,cylinder,9,1,1,149.08
tin,cylinder,9,10,10,5167.13
bronze,sphere,10,10,10,4864.23
gold,cylinder,7,5,5,2655.43
gold,sphere,3,3,3,273.13
tin,cylinder,9,8,8,3306.97
platinum,cylinder,5,1,1,82.82
platinum,sphere,5,5,5,1380.34
tin,box,4,9,3,789.48
platinum,cylinder,9,5,5,3726.91
bronze,box,5,3,5,696.75
gold,cylinder,7,10,10,10621.72
bronze,sphere,7,7,7,1668.43
platinum,cylinder,2,5,5,828.2
gold,cylinder,6,9,9,7374.51
gold,sphere,8,8,8,5179.36
silver,box,7,8,2,1174.88
silver,sphere,6,6,6,1186.39
silver,box,7,2,8,1174.88
gold,cylinder,8,9,9,9832.68
tin,box,3,10,7,1535.1
silver,box,4,7,2,587.44
silver,box,2,7,3,440.58
gold,cylinder,6,6,6,3277.56
bronze,cylinder,1,1,1,7.3
platinum,cylinder,9,5,5,3726.91
gold,sphere,8,8,8,5179.36
gold,cylinder,8,5,5,3034.78
bronze,sphere,9,9,9,3546.03
bronze,box,3,4,7,780.36
tin,sphere,2,2,2,30.62
silver,box,6,3,4,755.28
silver,sphere,5,5,5,686.57
platinum,sphere,3,3,3,298.15
bronze,box,7,1,10,650.3
silver,cylinder,5,7,7,2018.51
tin,sphere,7,7,7,1312.83
platinum,sphere,4,4,4,706.73
tin,box,10,1,10,731.0
platinum,sphere,4,4,4,706.73
tin,cylinder,8,1,1,45.93
tin,cylinder,6,6,6,1240.11
platinum,box,5,4,4,1687.2
gold,box,3,7,4,1622.88
bronze,box,6,4,2,445.92
silver,box,7,2,7,1028.02
gold,box,8,1,5,772.8
platinum,cylinder,1,1,1,16.56
platinum,cylinder,4,2,2,265.02
bronze,sphere,5,5,5,608.03
tin,cylinder,1,8,8,367.44
tin,sphere,3,3,3,103.34
tin,box,8,6,5,1754.4
tin,cylinder,3,6,6,620.06
tin,cylinder,9,8,8,3306.97
tin,box,2,6,10,877.2
tin,box,7,4,8,1637.44
bronze,box,2,2,9,334.44
tin,cylinder,1,4,4,91.86
bronze,cylinder,3,2,2,87.56
tin,box,9,6,9,3552.66
silver,cylinder,7,10,10,5767.18
tin,box,10,8,7,4093.6
platinum,sphere,10,10,10,11042.7
tin,cylinder,9,9,9,4185.38
gold,cylinder,10,6,6,5462.6
gold,box,6,4,1,463.68
tin,box,8,3,8,1403.52
platinum,box,6,1,1,126.54
platinum,box,10,8,4,6748.8
tin,sphere,7,7,7,1312.83
platinum,box,10,7,2,2952.6
platinum,cylinder,3,10,10,4969.21
tin,box,6,9,9,3552.66
tin,box,2,1,5,73.1
bronze,sphere,5,5,5,608.03
silver,cylinder,9,4,4,1186.39
platinum,cylinder,8,3,3,1192.61
platinum,cylinder,10,9,9,13416.88
silver,box,3,3,4,377.64
silver,cylinder,10,4,4,1318.21
bronze,sphere,4,4,4,311.31
silver,box,7,4,8,2349.76
platinum,sphere,1,1,1,11.04
bronze,sphere,2,2,2,38.91
gold,box,10,9,6,10432.8
platinum,box,5,7,8,5905.2
silver,box,8,9,4,3021.12
silver,sphere,9,9,9,4004.07
silver,box,3,3,10,944.1
bronze,cylinder,1,9,9,591.0
silver,box,9,7,4,2643.48
silver,box,4,6,4,1007.04
tin,sphere,9,9,9,2790.25
silver,sphere,4,4,4,351.52
bronze,cylinder,5,4,4,583.71
gold,sphere,2,2,2,80.93
gold,cylinder,5,6,6,2731.3
platinum,cylinder,4,10,10,6625.62
tin,box,4,1,7,204.68
platinum,box,2,10,10,4218.0
silver,cylinder,8,8,8,4218.28
silver,box,2,10,5,1049.0
gold,cylinder,6,3,3,819.39
bronze,cylinder,7,2,2,204.3
silver,sphere,4,4,4,351.52
platinum,box,5,7,2,1476.3
platinum,sphere,3,3,3,298.15
gold,box,5,8,8,6182.4
gold,box,9,9,4,6259.68
platinum,cylinder,10,7,7,8116.38
bronze,sphere,3,3,3,131.33
gold,box,4,5,7,2704.8
silver,cylinder,1,3,3,74.15
tin,sphere,10,10,10,3827.51
gold,box,10,7,4,5409.6
bronze,sphere,4,4,4,311.31
gold,cylinder,3,4,4,728.35
tin,sphere,9,9,9,2790.25
gold,sphere,3,3,3,273.13
tin,sphere,6,6,6,826.74
tin,box,5,4,8,1169.6
tin,sphere,7,7,7,1312.83
silver,sphere,3,3,3,148.3
tin,sphere,1,1,1,3.83
silver,sphere,8,8,8,2812.19
platinum,sphere,4,4,4,706.73
bronze,cylinder,7,8,8,3268.76
silver,box,7,8,4,2349.76
platinum,box,3,4,6,1518.48
gold,cylinder,2,7,7,1487.04
silver,sphere,1,1,1,5.49
platinum,cylinder,3,3,3,447.23
bronze,box,2,7,9,1170.54
platinum,box,7,1,4,590.52
bronze,sphere,10,10,10,4864.23
silver,sphere,9,9,9,4004.07
platinum,box,7,1,4,590.52
tin,box,7,5,9,2302.65
bronze,cylinder,1,8,8,466.97
platinum,cylinder,6,10,10,9938.43
gold,cylinder,3,7,7,2230.56
bronze,sphere,3,3,3,131.33
silver,sphere,4,4,4,351.52
platinum,box,5,2,8,1687.2
bronze,sphere,7,7,7,1668.43
gold,sphere,9,9,9,7374.51
platinum,sphere,1,1,1,11.04
bronze,sphere,5,5,5,608.03
platinum,box,3,2,6,759.24
silver,box,7,3,7,1542.03
silver,cylinder,5,9,9,3336.72
platinum,box,2,5,8,1687.2
bronze,cylinder,1,7,7,357.52
silver,cylinder,5,2,2,164.78
silver,sphere,4,4,4,351.52
silver,sphere,6,6,6,1186.39
bronze,box,7,9,7,4096.89
bronze,box,1,5,8,371.6
platinum,box,7,1,3,442.89
tin,sphere,7,7,7,1312.83
gold,box,7,2,2,540.96
platinum,sphere,2,2,2,88.34
silver,box,7,6,3,1321.74
gold,sphere,4,4,4,647.42
silver,box,2,3,5,314.7
tin,sphere,3,3,3,103.34
gold,sphere,3,3,3,273.13
silver,box,8,2,2,335.68
tin,cylinder,10,3,3,516.71
tin,sphere,4,4,4,244.96
platinum,sphere,6,6,6,2385.22
gold,cylinder,2,9,9,2458.17
bronze,sphere,5,5,5,608.03
bronze,box,4,5,2,371.6
bronze,cylinder,10,8,8,4669.66
bronze,box,3,3,1,83.61
gold,cylinder,6,6,6,3277.56
tin,cylinder,1,4,4,91.86
gold,sphere,5,5,5,1264.49
platinum,sphere,1,1,1,11.04
gold,cylinder,7,6,6,3823.82
gold,box,7,1,3,405.72
bronze,sphere,3,3,3,131.33
silver,box,4,5,9,1888.2
tin,cylinder,6,3,3,310.03
platinum,box,2,8,2,674.88
tin,sphere,8,8,8,1959.68
silver,cylinder,7,7,7,2825.92
bronze,box,10,10,8,7432.0
tin,cylinder,3,2,2,68.9
gold,box,4,7,5,2704.8
tin,box,7,8,10,4093.6
silver,box,8,4,5,1678.4
bronze,cylinder,9,1,1,65.67
tin,sphere,9,9,9,2790.25
platinum,cylinder,5,10,10,8282.02
gold,box,6,6,4,2782.08
silver,box,5,7,6,2202.9
silver,sphere,6,6,6,1186.39
platinum,box,9,3,2,1138.86
silver,cylinder,7,9,9,4671.41
silver,cylinder,5,7,7,2018.51
bronze,box,3,3,3,250.83
tin,box,3,1,10,219.3
bronze,sphere,5,5,5,608.03
silver,sphere,3,3,3,148.3
tin,box,4,4,7,818.72
bronze,cylinder,1,1,1,7.3
silver,sphere,2,2,2,43.94
platinum,sphere,9,9,9,8050.13
bronze,cylinder,1,2,2,29.19
bronze,box,4,6,10,2229.6
bronze,cylinder,8,4,4,933.93
tin,sphere,6,6,6,826.74
silver,sphere,9,9,9,4004.07
tin,box,9,1,7,460.53
gold,cylinder,9,10,10,13656.5
silver,sphere,9,9,9,4004.07
platinum,cylinder,10,7,7,8116.38
tin,box,10,7,1,511.7
gold,cylinder,3,4,4,728.35
gold,sphere,3,3,3,273.13
tin,cylinder,4,8,8,1469.76
silver,sphere,9,9,9,4004.07
bronze,cylinder,3,3,3,197.0
platinum,sphere,5,5,5,1380.34
gold,box,10,4,10,7728.0
gold,sphere,6,6,6,2185.04
platinum,sphere,7,7,7,3787.65
platinum,cylinder,3,6,6,1788.92
tin,sphere,9,9,9,2790.25
silver,sphere,6,6,6,1186.39
gold,box,4,7,4,2163.84
tin,sphere,10,10,10,3827.51
gold,cylinder,7,3,3,955.96
platinum,sphere,5,5,5,1380.34
gold,box,6,9,1,1043.28
tin,box,5,3,3,328.95
silver,sphere,7,7,7,1883.95
tin,box,5,7,7,1790.95
tin,box,8,1,10,584.8
silver,cylinder,10,4,4,1318.21
gold,sphere,1,1,1,10.12
bronze,sphere,2,2,2,38.91
bronze,box,5,5,10,2322.5
silver,sphere,3,3,3,148.3
bronze,cylinder,2,3,3,131.33
gold,cylinder,3,9,9,3687.26
silver,box,9,1,6,566.46
bronze,box,6,9,1,501.66
bronze,cylinder,5,7,7,1787.61
silver,sphere,5,5,5,686.57
silver,box,2,10,3,629.4
gold,cylinder,7,3,3,955.96
platinum,cylinder,2,10,10,3312.81
tin,cylinder,2,3,3,103.34
platinum,box,5,7,2,1476.3
platinum,box,7,7,1,1033.41
platinum,sphere,9,9,9,8050.13
tin,box,10,5,1,365.5
silver,box,4,4,4,671.36
tin,sphere,5,5,5,478.44
tin,sphere,4,4,4,244.96
bronze,cylinder,5,6,6,1313.34
tin,cylinder,2,6,6,413.37
tin,cylinder,1,5,5,143.53
bronze,box,1,9,4,334.44
bronze,sphere,1,1,1,4.86
platinum,box,6,7,5,4428.9
bronze,cylinder,6,5,5,1094.45
gold,sphere,3,3,3,273.13
silver,sphere,9,9,9,4004.07
silver,box,8,8,7,4699.52
bronze,cylinder,2,6,6,525.34
tin,sphere,4,4,4,244.96
tin,sphere,3,3,3,103.34
gold,sphere,4,4,4,647.42
gold,cylinder,8,6,6,4370.08
tin,box,5,9,7,2302.65
bronze,cylinder,2,10,10,1459.27
bronze,box,8,9,9,6019.92
bronze,sphere,10,10,10,4864.23
bronze,sphere,7,7,7,1668.43
silver,cylinder,5,2,2,164.78
tin,box,8,3,6,1052.64
platinum,sphere,6,6,6,2385.22
gold,sphere,5,5,5,1264.49
gold,sphere,3,3,3,273.13
platinum,sphere,10,10,10,11042.7
tin,cylinder,6,6,6,1240.11
gold,sphere,10,10,10,10115.93
gold,sphere,10,10,10,10115.93
tin,box,8,6,7,2456.16
tin,sphere,1,1,1,3.83
platinum,box,7,9,3,3986.01
bronze,box,8,3,5,1114.8
gold,sphere,5,5,5,1264.49
platinum,box,2,4,1,168.72
gold,box,7,3,4,1622.88
tin,cylinder,5,8,8,1837.2
tin,sphere,9,9,9,2790.25
bronze,box,6,2,4,445.92
gold,box,7,9,3,3651.48
gold,cylinder,3,3,3,409.7
silver,cylinder,3,5,5,617.91
platinum,sphere,7,7,7,3787.65
silver,sphere,6,6,6,1186.39
gold,cylinder,3,1,1,45.52
tin,sphere,4,4,4,244.96
tin,box,5,6,3,657.9
tin,cylinder,9,5,5,1291.78
gold,sphere,8,8,8,5179.36
platinum,cylinder,6,7,7,4869.83
gold,sphere,2,2,2,80.93
platinum,box,2,5,6,1265.4
bronze,sphere,7,7,7,1668.43
tin,sphere,2,2,2,30.62
silver,sphere,4,4,4,351.52
gold,cylinder,5,4,4,1213.91
tin,cylinder,3,4,4,275.58
bronze,box,10,9,10,8361.0
platinum,box,1,2,3,126.54
bronze,box,5,2,1,92.9
platinum,cylinder,4,8,8,4240.4
platinum,cylinder,10,3,3,1490.76
silver,sphere,9,9,9,4004.07
platinum,sphere,8,8,8,5653.86
silver,sphere,9,9,9,4004.07
silver,sphere,8,8,8,2812.19
platinum,cylinder,9,9,9,12075.19
gold,cylinder,7,3,3,955.96
platinum,box,6,7,6,5314.68
gold,cylinder,6,4,4,1456.69
bronze,sphere,6,6,6,1050.67
gold,cylinder,4,3,3,546.26
silver,box,8,10,9,7552.8
silver,cylinder,8,10,10,6591.06
platinum,cylinder,3,2,2,198.77
gold,box,6,9,8,8346.24
gold,cylinder,7,1,1,106.22
silver,box,9,8,1,755.28
platinum,cylinder,7,3,3,1043.53
platinum,cylinder,4,9,9,5366.75
silver,box,1,8,6,503.52
bronze,cylinder,10,5,5,1824.09
bronze,box,8,1,6,445.92
bronze,box,4,4,1,148.64
tin,cylinder,4,4,4,367.44
bronze,cylinder,2,4,4,233.48
bronze,sphere,4,4,4,311.31
silver,sphere,3,3,3,148.3
tin,sphere,6,6,6,826.74
silver,box,6,4,2,503.52
platinum,cylinder,4,6,6,2385.22
tin,sphere,4,4,4,244.96
tin,sphere,5,5,5,478.44
tin,box,8,8,5,2339.2
bronze,sphere,1,1,1,4.86
bronze,sphere,3,3,3,131.33
tin,cylinder,7,2,2,160.76
tin,box,8,10,5,2924.0
gold,box,5,3,3,869.4
silver,sphere,8,8,8,2812.19
gold,sphere,6,6,6,2185.04
gold,sphere,1,1,1,10.12
tin,cylinder,2,5,5,287.06
bronze,cylinder,8,7,7,2860.17
platinum,box,5,8,3,2530.8
bronze,cylinder,9,6,6,2364.02
gold,box,1,7,9,1217.16
gold,cylinder,1,3,3,136.57
tin,cylinder,6,1,1,34.45
tin,cylinder,8,4,4,734.88
platinum,box,2,6,2,506.16
bronze,box,3,9,9,2257.47
bronze,cylinder,6,6,6,1576.01
platinum,cylinder,9,9,9,12075.19
platinum,box,8,5,6,5061.6
bronze,sphere,9,9,9,3546.03
gold,box,9,2,4,1391.04
tin,sphere,2,2,2,30.62
gold,cylinder,4,2,2,242.78
